subTopicID	resultID
47.3	47.70
47.3	47.92
47.4	47.17
47.4	47.25
47.4	47.26
47.4	47.40
47.4	47.42
47.4	47.44
47.4	47.47
47.4	47.48
47.4	47.49
47.4	47.56
47.4	47.60
47.4	47.66
47.4	47.67
47.4	47.74
47.4	47.76
47.4	47.77
47.4	47.79
47.4	47.81
47.4	47.84
47.4	47.88
47.4	47.91
47.5	47.10
47.5	47.11
47.5	47.12
47.5	47.13
47.5	47.18
47.5	47.3
47.5	47.36
47.5	47.37
47.5	47.45
47.5	47.46
47.5	47.52
47.5	47.58
47.5	47.59
47.5	47.62
47.5	47.63
47.5	47.68
47.5	47.69
47.5	47.7
47.5	47.71
47.5	47.72
47.5	47.73
47.5	47.75
47.5	47.8
47.5	47.80
47.5	47.82
47.5	47.83
47.5	47.86
47.5	47.93
47.5	47.94
47.5	47.95
47.5	47.96
47.5	47.99
47.6	47.19
47.6	47.20
47.6	47.22
47.6	47.23
47.6	47.24
47.6	47.35
47.6	47.97
48.0	48.18
48.0	48.20
48.0	48.22
48.0	48.36
48.0	48.38
48.0	48.44
48.0	48.45
48.0	48.58
48.0	48.59
48.0	48.62
48.0	48.70
48.0	48.76
48.0	48.79
48.0	48.84
48.0	48.94
48.1	48.14
48.1	48.16
48.1	48.2
48.1	48.35
48.1	48.47
48.1	48.48
48.1	48.50
48.1	48.51
48.1	48.6
48.1	48.83
48.1	48.89
48.2	48.13
48.2	48.19
48.2	48.67
48.2	48.77
48.2	48.78
48.2	48.81
48.3	48.1
48.3	48.100
48.3	48.11
48.3	48.15
48.3	48.17
48.3	48.24
48.3	48.29
48.3	48.30
48.3	48.32
48.3	48.37
48.3	48.39
48.3	48.41
48.3	48.49
48.3	48.52
48.3	48.54
48.3	48.60
48.3	48.61
48.3	48.65
48.3	48.66
48.3	48.68
48.3	48.7
48.3	48.71
48.3	48.72
48.3	48.74
48.3	48.80
48.3	48.85
48.3	48.88
48.3	48.90
48.3	48.91
48.3	48.92
48.3	48.93
48.3	48.95
48.3	48.96
48.3	48.98
48.4	48.42
48.4	48.46
48.4	48.69
48.5	48.10
48.5	48.21
48.5	48.23
48.5	48.25
48.5	48.26
48.5	48.27
48.5	48.28
48.5	48.3
48.5	48.31
48.5	48.33
48.5	48.4
48.5	48.40
48.5	48.43
48.5	48.5
48.5	48.53
48.5	48.55
48.5	48.57
48.5	48.63
48.5	48.64
48.5	48.73
48.5	48.75
48.5	48.8
48.5	48.86
48.5	48.97
48.5	48.99
48.6	48.12
48.6	48.34
48.6	48.56
48.6	48.82
48.6	48.87
48.6	48.9
