subTopicID	resultID
47.0	47.46
47.0	47.47
47.0	47.48
47.0	47.49
47.0	47.50
47.0	47.51
47.0	47.52
47.0	47.53
47.0	47.54
47.0	47.55
47.0	47.56
47.0	47.57
47.0	47.58
47.0	47.59
47.0	47.6
47.0	47.60
47.0	47.61
47.0	47.62
47.0	47.63
47.0	47.64
47.0	47.65
47.0	47.66
47.0	47.67
47.0	47.68
47.0	47.69
47.0	47.7
47.0	47.70
47.0	47.71
47.0	47.72
47.0	47.73
47.0	47.74
47.0	47.75
47.0	47.76
47.0	47.77
47.0	47.79
47.0	47.8
47.0	47.80
47.0	47.81
47.0	47.82
47.0	47.83
47.0	47.84
47.0	47.85
47.0	47.86
47.0	47.87
47.0	47.88
47.0	47.89
47.0	47.9
47.0	47.90
47.0	47.91
47.0	47.92
47.0	47.93
47.0	47.94
47.0	47.95
47.0	47.96
47.0	47.97
47.1	47.1
47.1	47.5
47.2	47.22
47.3	47.78
47.4	47.14
47.4	47.98
47.5	47.99
48.0	48.1
48.0	48.10
48.0	48.100
48.0	48.11
48.0	48.12
48.0	48.13
48.0	48.14
48.0	48.15
48.0	48.16
48.0	48.17
48.0	48.18
48.0	48.2
48.0	48.20
48.0	48.21
48.0	48.22
48.0	48.23
48.0	48.24
48.0	48.25
48.0	48.26
48.0	48.27
48.0	48.28
48.0	48.29
48.0	48.3
48.0	48.30
48.0	48.31
48.0	48.32
48.0	48.33
48.0	48.34
48.0	48.35
48.0	48.36
48.0	48.37
48.0	48.38
48.0	48.39
48.0	48.4
48.0	48.40
48.0	48.41
48.0	48.42
48.0	48.43
48.0	48.44
48.0	48.45
48.0	48.46
48.0	48.47
48.0	48.48
48.0	48.49
48.0	48.5
48.0	48.52
48.0	48.53
48.0	48.55
48.0	48.56
48.0	48.58
48.0	48.59
48.0	48.6
48.0	48.61
48.0	48.62
48.0	48.63
48.0	48.64
48.0	48.67
48.0	48.68
48.0	48.69
48.0	48.7
48.0	48.70
48.0	48.71
48.0	48.72
48.0	48.73
48.0	48.74
48.0	48.75
48.0	48.76
48.0	48.78
48.0	48.79
48.0	48.8
48.0	48.80
48.0	48.81
48.0	48.82
48.0	48.83
48.0	48.84
48.0	48.85
48.0	48.86
48.0	48.87
48.0	48.88
48.0	48.89
48.0	48.9
48.0	48.90
48.0	48.91
48.0	48.92
48.0	48.93
48.0	48.94
48.0	48.95
48.0	48.96
48.0	48.97
48.0	48.98
48.0	48.99
48.1	48.60
48.2	48.65
48.2	48.66
48.3	48.19
48.3	48.51
48.3	48.77
48.4	48.54
48.5	48.57
48.6	48.50
