subTopicID	resultID
47.13	47.47
47.13	47.5
47.13	47.56
47.13	47.65
47.13	47.67
47.13	47.68
47.13	47.69
47.13	47.76
47.13	47.77
47.13	47.78
47.13	47.79
47.13	47.81
47.13	47.86
47.13	47.91
47.14	47.97
47.15	47.14
47.15	47.38
47.15	47.66
47.15	47.84
47.15	47.99
47.2	47.27
47.3	47.28
47.4	47.30
47.4	47.43
47.4	47.64
47.4	47.87
47.4	47.90
47.5	47.17
47.5	47.40
47.5	47.48
47.5	47.52
47.5	47.54
47.5	47.60
47.5	47.62
47.5	47.92
47.6	47.34
47.6	47.46
47.6	47.7
47.7	47.100
47.7	47.23
47.7	47.32
47.7	47.53
47.7	47.61
47.7	47.80
47.7	47.85
47.8	47.10
47.8	47.11
47.8	47.13
47.8	47.25
47.8	47.3
47.8	47.37
47.8	47.42
47.8	47.55
47.8	47.59
47.8	47.74
47.8	47.8
47.8	47.88
47.8	47.93
47.9	47.15
47.9	47.16
47.9	47.45
47.9	47.63
48.0	48.3
48.0	48.31
48.0	48.4
48.0	48.82
48.0	48.9
48.1	48.100
48.1	48.17
48.1	48.33
48.1	48.37
48.1	48.50
48.1	48.59
48.1	48.62
48.1	48.67
48.1	48.68
48.1	48.72
48.1	48.74
48.1	48.77
48.1	48.80
48.1	48.85
48.1	48.90
48.1	48.91
48.1	48.92
48.10	48.11
48.10	48.19
48.10	48.38
48.10	48.39
48.10	48.40
48.10	48.41
48.10	48.44
48.10	48.54
48.10	48.58
48.10	48.60
48.10	48.61
48.10	48.66
48.10	48.70
48.10	48.71
48.10	48.76
48.10	48.79
48.10	48.84
48.10	48.88
48.10	48.93
48.10	48.94
48.10	48.96
48.10	48.98
48.11	48.18
48.11	48.20
48.11	48.23
48.11	48.25
48.11	48.26
48.11	48.28
48.11	48.36
48.11	48.5
48.11	48.64
48.11	48.73
48.11	48.83
48.11	48.86
48.12	48.14
48.12	48.2
48.12	48.21
48.12	48.47
48.12	48.53
48.12	48.69
48.12	48.97
48.2	48.22
48.3	48.24
48.3	48.29
48.3	48.52
48.4	48.34
48.5	48.35
48.5	48.51
48.6	48.10
48.6	48.12
48.6	48.13
48.6	48.16
48.6	48.27
48.6	48.42
48.6	48.43
48.6	48.46
48.6	48.56
48.6	48.6
48.6	48.78
48.6	48.8
48.6	48.81
48.6	48.87
48.6	48.89
48.6	48.99
48.7	48.1
48.7	48.30
48.7	48.45
48.7	48.7
48.8	48.48
48.9	48.15
48.9	48.32
48.9	48.49
48.9	48.55
48.9	48.57
48.9	48.63
48.9	48.65
48.9	48.75
48.9	48.95
