subTopicID	resultID
46.4	46.52
46.4	46.54
46.4	46.70
46.4	46.71
46.4	46.74
46.4	46.78
46.5	46.17
46.5	46.39
46.5	46.45
46.5	46.7
46.6	46.15
46.6	46.28
46.6	46.34
46.6	46.35
46.6	46.40
46.6	46.75
46.6	46.76
46.6	46.77
46.6	46.81
46.6	46.85
46.6	46.89
46.7	46.1
46.7	46.33
46.7	46.36
46.7	46.59
46.8	46.27
46.8	46.31
46.8	46.48
46.8	46.5
46.8	46.60
46.8	46.66
46.8	46.68
46.8	46.83
46.8	46.9
46.8	46.99
46.9	46.73
47.0	47.15
47.0	47.50
47.0	47.82
47.0	47.83
47.1	47.10
47.1	47.17
47.1	47.25
47.1	47.26
47.1	47.4
47.1	47.40
47.1	47.42
47.1	47.44
47.1	47.47
47.1	47.54
47.1	47.56
47.1	47.65
47.1	47.67
47.1	47.74
47.1	47.76
47.1	47.77
47.1	47.78
47.1	47.79
47.1	47.81
47.1	47.86
47.1	47.88
47.1	47.91
47.1	47.98
47.10	47.100
47.10	47.53
47.10	47.61
47.10	47.7
47.11	47.64
47.12	47.24
47.13	47.52
47.13	47.60
47.14	47.11
47.14	47.12
47.14	47.14
47.14	47.37
47.14	47.38
47.14	47.41
47.14	47.51
47.14	47.55
47.14	47.58
47.14	47.69
47.14	47.71
47.14	47.72
47.14	47.75
47.14	47.8
47.14	47.94
47.14	47.95
47.15	47.85
47.16	47.48
47.16	47.84
47.16	47.99
47.17	47.97
47.18	47.23
47.19	47.1
47.19	47.19
47.19	47.20
47.19	47.21
47.19	47.29
47.19	47.59
47.19	47.6
47.19	47.68
47.19	47.93
47.19	47.96
47.2	47.32
47.2	47.35
47.2	47.80
47.3	47.2
47.3	47.31
47.3	47.39
47.3	47.49
47.3	47.5
47.3	47.57
47.3	47.89
47.3	47.9
47.4	47.13
47.4	47.18
47.4	47.3
47.4	47.34
47.4	47.36
47.4	47.46
47.4	47.66
47.4	47.70
47.4	47.73
47.5	47.22
47.6	47.30
47.6	47.33
47.6	47.43
47.6	47.62
47.6	47.87
47.6	47.90
47.7	47.16
47.7	47.45
47.7	47.63
47.7	47.92
47.8	47.27
47.9	47.28
48.0	48.53
48.0	48.56
48.0	48.6
48.0	48.8
48.0	48.87
48.0	48.97
48.0	48.99
48.1	48.57
48.10	48.69
48.11	48.27
48.12	48.29
48.13	48.28
48.13	48.3
48.13	48.31
48.13	48.4
48.13	48.42
48.13	48.5
48.13	48.64
48.13	48.82
48.13	48.83
48.13	48.86
48.13	48.9
48.14	48.22
48.15	48.38
48.15	48.41
48.15	48.58
48.15	48.60
48.15	48.61
48.15	48.66
48.15	48.70
48.15	48.71
48.15	48.76
48.15	48.79
48.15	48.91
48.15	48.96
48.15	48.98
48.16	48.34
48.17	48.1
48.17	48.100
48.17	48.18
48.17	48.23
48.17	48.25
48.17	48.39
48.17	48.44
48.17	48.72
48.17	48.73
48.17	48.74
48.17	48.84
48.17	48.88
48.17	48.94
48.18	48.24
48.18	48.52
48.19	48.48
48.2	48.20
48.3	48.35
48.3	48.51
48.4	48.11
48.4	48.15
48.4	48.32
48.4	48.40
48.4	48.49
48.4	48.54
48.4	48.55
48.4	48.63
48.4	48.93
48.4	48.95
48.5	48.13
48.5	48.19
48.5	48.36
48.5	48.59
48.5	48.67
48.5	48.75
48.5	48.80
48.6	48.10
48.6	48.12
48.6	48.14
48.6	48.16
48.6	48.21
48.6	48.26
48.6	48.33
48.6	48.43
48.6	48.46
48.6	48.50
48.6	48.78
48.6	48.81
48.6	48.89
48.7	48.30
48.7	48.45
48.7	48.7
48.8	48.17
48.8	48.37
48.8	48.62
48.8	48.65
48.8	48.68
48.8	48.77
48.8	48.85
48.8	48.90
48.8	48.92
48.9	48.2
48.9	48.47
