subTopicID	resultID
47.0	47.92
47.0	47.99
47.1	47.1
47.1	47.10
47.1	47.11
47.1	47.14
47.1	47.17
47.1	47.19
47.1	47.21
47.1	47.25
47.1	47.26
47.1	47.4
47.1	47.40
47.1	47.42
47.1	47.44
47.1	47.47
47.1	47.52
47.1	47.54
47.1	47.56
47.1	47.59
47.1	47.6
47.1	47.62
47.1	47.65
47.1	47.67
47.1	47.68
47.1	47.69
47.1	47.72
47.1	47.74
47.1	47.76
47.1	47.77
47.1	47.78
47.1	47.79
47.1	47.81
47.1	47.84
47.1	47.86
47.1	47.88
47.1	47.91
47.1	47.96
47.1	47.98
47.2	47.100
47.2	47.22
47.2	47.23
47.2	47.24
47.2	47.28
47.2	47.32
47.2	47.34
47.2	47.35
47.2	47.46
47.2	47.53
47.2	47.61
47.2	47.64
47.2	47.80
47.2	47.85
47.2	47.97
47.3	47.2
47.3	47.31
47.3	47.39
47.3	47.49
47.3	47.5
47.3	47.57
47.3	47.89
47.3	47.9
47.4	47.12
47.4	47.13
47.4	47.20
47.4	47.29
47.4	47.3
47.4	47.30
47.4	47.33
47.4	47.36
47.4	47.37
47.4	47.38
47.4	47.41
47.4	47.43
47.4	47.51
47.4	47.55
47.4	47.58
47.4	47.7
47.4	47.70
47.4	47.71
47.4	47.73
47.4	47.75
47.4	47.8
47.4	47.83
47.4	47.87
47.4	47.90
47.4	47.93
47.4	47.94
47.4	47.95
48.0	48.11
48.0	48.15
48.0	48.32
48.0	48.38
48.0	48.39
48.0	48.40
48.0	48.41
48.0	48.44
48.0	48.49
48.0	48.54
48.0	48.55
48.0	48.57
48.0	48.58
48.0	48.61
48.0	48.63
48.0	48.66
48.0	48.7
48.0	48.70
48.0	48.71
48.0	48.76
48.0	48.77
48.0	48.79
48.0	48.91
48.0	48.92
48.0	48.93
48.0	48.94
48.0	48.95
48.0	48.96
48.0	48.98
48.1	48.18
48.1	48.19
48.1	48.20
48.1	48.22
48.1	48.23
48.1	48.25
48.1	48.26
48.1	48.28
48.1	48.3
48.1	48.31
48.1	48.4
48.1	48.42
48.1	48.5
48.1	48.59
48.1	48.64
48.1	48.67
48.1	48.72
48.1	48.73
48.1	48.74
48.1	48.75
48.1	48.81
48.1	48.82
48.1	48.83
48.1	48.84
48.1	48.86
48.1	48.88
48.1	48.9
48.2	48.10
48.2	48.12
48.2	48.13
48.2	48.14
48.2	48.16
48.2	48.21
48.2	48.33
48.2	48.36
48.2	48.43
48.2	48.46
48.2	48.50
48.2	48.53
48.2	48.6
48.2	48.78
48.2	48.8
48.2	48.80
48.2	48.89
48.3	48.2
48.3	48.27
48.3	48.34
48.3	48.35
48.3	48.47
48.3	48.48
48.3	48.51
48.3	48.56
48.3	48.69
48.3	48.87
48.3	48.97
48.3	48.99
48.4	48.1
48.4	48.100
48.4	48.17
48.4	48.24
48.4	48.29
48.4	48.30
48.4	48.37
48.4	48.45
48.4	48.52
48.4	48.60
48.4	48.62
48.4	48.65
48.4	48.68
48.4	48.85
48.4	48.90
