subTopicID	resultID
48.2	48.38
48.2	48.39
48.2	48.4
48.2	48.40
48.2	48.41
48.2	48.43
48.2	48.45
48.2	48.46
48.2	48.49
48.2	48.5
48.2	48.52
48.2	48.54
48.2	48.56
48.2	48.57
48.2	48.6
48.2	48.60
48.2	48.61
48.2	48.62
48.2	48.63
48.2	48.66
48.2	48.68
48.2	48.73
48.2	48.74
48.2	48.76
48.2	48.78
48.2	48.79
48.2	48.8
48.2	48.80
48.2	48.84
48.2	48.85
48.2	48.86
48.2	48.88
48.2	48.89
48.2	48.9
48.2	48.90
48.2	48.91
48.2	48.94
48.2	48.96
48.2	48.97
48.2	48.98
48.3	48.11
48.3	48.18
48.3	48.44
48.3	48.58
48.3	48.64
48.3	48.65
48.3	48.7
48.3	48.70
48.3	48.75
48.3	48.77
48.3	48.81
48.3	48.99
