subTopicID	resultID
47.5	47.97
47.5	47.98
47.5	47.99
48.1	48.1
48.1	48.10
48.1	48.100
48.1	48.11
48.1	48.12
48.1	48.13
48.1	48.14
48.1	48.15
48.1	48.16
48.1	48.17
48.1	48.18
48.1	48.19
48.1	48.2
48.1	48.20
48.1	48.21
48.1	48.22
48.1	48.23
48.1	48.24
48.1	48.25
48.1	48.26
48.1	48.27
48.1	48.28
48.1	48.29
48.1	48.3
48.1	48.30
48.1	48.31
48.1	48.33
48.1	48.34
48.1	48.35
48.1	48.37
48.1	48.38
48.1	48.39
48.1	48.4
48.1	48.41
48.1	48.42
48.1	48.43
48.1	48.44
48.1	48.45
48.1	48.46
48.1	48.47
48.1	48.48
48.1	48.49
48.1	48.5
48.1	48.50
48.1	48.51
48.1	48.52
48.1	48.53
48.1	48.54
48.1	48.56
48.1	48.57
48.1	48.58
48.1	48.59
48.1	48.6
48.1	48.60
48.1	48.61
48.1	48.62
48.1	48.64
48.1	48.65
48.1	48.67
48.1	48.68
48.1	48.69
48.1	48.7
48.1	48.70
48.1	48.71
48.1	48.72
48.1	48.73
48.1	48.74
48.1	48.75
48.1	48.76
48.1	48.77
48.1	48.78
48.1	48.79
48.1	48.8
48.1	48.81
48.1	48.82
48.1	48.83
48.1	48.84
48.1	48.85
48.1	48.86
48.1	48.87
48.1	48.88
48.1	48.89
48.1	48.9
48.1	48.90
48.1	48.92
48.1	48.93
48.1	48.94
48.1	48.95
48.1	48.96
48.1	48.97
48.1	48.98
48.1	48.99
48.3	48.36
