subTopicID	resultID
47.1	47.82
47.1	47.83
47.1	47.92
47.1	47.93
47.1	47.96
47.1	47.99
47.2	47.100
47.2	47.18
47.2	47.23
47.2	47.27
47.2	47.28
47.2	47.3
47.2	47.32
47.2	47.34
47.2	47.35
47.2	47.36
47.2	47.46
47.2	47.51
47.2	47.53
47.2	47.61
47.2	47.64
47.2	47.7
47.2	47.70
47.2	47.73
47.2	47.80
47.2	47.85
47.3	47.2
47.3	47.31
47.3	47.39
47.3	47.49
47.3	47.5
47.3	47.57
47.3	47.89
47.3	47.9
47.4	47.10
47.4	47.17
47.4	47.21
47.4	47.26
47.4	47.4
47.4	47.40
47.4	47.42
47.4	47.44
47.4	47.47
47.4	47.54
47.4	47.56
47.4	47.59
47.4	47.65
47.4	47.67
47.4	47.68
47.4	47.76
47.4	47.77
47.4	47.78
47.4	47.79
47.4	47.81
47.4	47.84
47.4	47.86
47.4	47.88
47.4	47.91
47.4	47.98
47.5	47.22
47.5	47.24
47.5	47.97
48.0	48.11
48.0	48.15
48.0	48.18
48.0	48.23
48.0	48.25
48.0	48.30
48.0	48.32
48.0	48.38
48.0	48.39
48.0	48.40
48.0	48.41
48.0	48.44
48.0	48.45
48.0	48.49
48.0	48.54
48.0	48.55
48.0	48.57
48.0	48.58
48.0	48.60
48.0	48.61
48.0	48.62
48.0	48.63
48.0	48.65
48.0	48.66
48.0	48.68
48.0	48.7
48.0	48.70
48.0	48.71
48.0	48.73
48.0	48.76
48.0	48.77
48.0	48.79
48.0	48.85
48.0	48.88
48.0	48.91
48.0	48.92
48.0	48.93
48.0	48.94
48.0	48.95
48.0	48.96
48.0	48.98
48.1	48.1
48.1	48.10
48.1	48.100
48.1	48.12
48.1	48.14
48.1	48.16
48.1	48.17
48.1	48.19
48.1	48.20
48.1	48.21
48.1	48.22
48.1	48.24
48.1	48.26
48.1	48.28
48.1	48.3
48.1	48.31
48.1	48.33
48.1	48.37
48.1	48.4
48.1	48.42
48.1	48.43
48.1	48.46
48.1	48.5
48.1	48.50
48.1	48.52
48.1	48.59
48.1	48.64
48.1	48.67
48.1	48.72
48.1	48.74
48.1	48.75
48.1	48.80
48.1	48.81
48.1	48.82
48.1	48.83
48.1	48.84
48.1	48.86
48.1	48.89
48.1	48.9
48.1	48.90
48.2	48.13
48.2	48.2
48.2	48.27
48.2	48.29
48.2	48.34
48.2	48.35
48.2	48.36
48.2	48.47
48.2	48.48
48.2	48.51
48.2	48.53
48.2	48.56
48.2	48.6
48.2	48.69
48.2	48.78
48.2	48.8
48.2	48.87
48.2	48.97
48.2	48.99
