subTopicID	resultID
46.3	46.33
46.3	46.36
46.3	46.39
46.3	46.56
46.3	46.78
46.4	46.16
46.4	46.35
46.4	46.81
46.4	46.87
46.5	46.66
46.5	46.80
46.6	46.70
46.6	46.96
47.0	47.41
47.0	47.53
47.0	47.82
47.1	47.10
47.1	47.100
47.1	47.11
47.1	47.13
47.1	47.16
47.1	47.18
47.1	47.19
47.1	47.2
47.1	47.22
47.1	47.23
47.1	47.24
47.1	47.25
47.1	47.26
47.1	47.29
47.1	47.3
47.1	47.33
47.1	47.34
47.1	47.42
47.1	47.46
47.1	47.47
47.1	47.54
47.1	47.55
47.1	47.57
47.1	47.58
47.1	47.59
47.1	47.6
47.1	47.65
47.1	47.7
47.1	47.71
47.1	47.72
47.1	47.75
47.1	47.79
47.1	47.80
47.1	47.81
47.1	47.84
47.1	47.87
47.1	47.88
47.1	47.89
47.1	47.92
47.1	47.93
47.1	47.95
47.1	47.96
47.1	47.97
47.2	47.15
47.2	47.21
47.2	47.27
47.2	47.30
47.2	47.32
47.2	47.35
47.2	47.38
47.2	47.43
47.2	47.50
47.2	47.64
47.2	47.68
47.2	47.99
47.3	47.1
47.3	47.12
47.3	47.14
47.3	47.17
47.3	47.20
47.3	47.28
47.3	47.36
47.3	47.37
47.3	47.4
47.3	47.40
47.3	47.44
47.3	47.48
47.3	47.49
47.3	47.5
47.3	47.51
47.3	47.52
47.3	47.56
47.3	47.60
47.3	47.66
47.3	47.67
47.3	47.69
47.3	47.73
47.3	47.74
47.3	47.76
47.3	47.77
47.3	47.78
47.3	47.8
47.3	47.85
47.3	47.86
47.3	47.90
47.3	47.91
47.3	47.94
47.3	47.98
47.4	47.9
47.5	47.31
47.5	47.39
47.5	47.45
47.5	47.62
47.5	47.63
47.5	47.70
47.5	47.83
47.6	47.61
48.0	48.1
48.0	48.100
48.0	48.11
48.0	48.15
48.0	48.17
48.0	48.20
48.0	48.24
48.0	48.27
48.0	48.29
48.0	48.30
48.0	48.32
48.0	48.33
48.0	48.36
48.0	48.37
48.0	48.38
48.0	48.39
48.0	48.41
48.0	48.44
48.0	48.45
48.0	48.49
48.0	48.52
48.0	48.58
48.0	48.59
48.0	48.6
48.0	48.60
48.0	48.61
48.0	48.62
48.0	48.65
48.0	48.66
48.0	48.68
48.0	48.7
48.0	48.71
48.0	48.72
48.0	48.74
48.0	48.75
48.0	48.76
48.0	48.79
48.0	48.80
48.0	48.84
48.0	48.85
48.0	48.88
48.0	48.91
48.0	48.92
48.0	48.94
48.0	48.95
48.0	48.96
48.0	48.98
48.1	48.12
48.1	48.34
48.1	48.48
48.1	48.57
48.1	48.69
48.1	48.8
48.1	48.9
48.1	48.97
48.2	48.73
48.3	48.13
48.3	48.14
48.3	48.21
48.3	48.23
48.3	48.25
48.3	48.28
48.3	48.40
48.3	48.43
48.3	48.46
48.3	48.47
48.3	48.53
48.3	48.54
48.3	48.55
48.3	48.63
48.3	48.64
48.3	48.70
48.3	48.81
48.3	48.82
48.3	48.83
48.3	48.86
48.3	48.87
48.3	48.90
48.3	48.93
48.3	48.99
48.4	48.22
48.5	48.18
48.5	48.19
48.5	48.31
48.5	48.42
48.5	48.51
48.5	48.67
48.5	48.77
48.5	48.78
48.6	48.10
48.6	48.16
48.6	48.2
48.6	48.26
48.6	48.3
48.6	48.35
48.6	48.4
48.6	48.5
48.6	48.50
48.6	48.56
48.6	48.89
